,lat,lon,alt,timestamp
128,28.843140000000002,113.70237,11300,1590483852
129,28.980194,113.713196,11308,1590483914
130,29.116051000000002,113.723793,11300,1590483978
131,29.251053000000002,113.73442800000001,11300,1590484040
132,29.384674,113.745522,11308,1590484103
133,29.467751,113.765419,11308,1590484140
134,29.637064000000002,113.824875,11308,1590484222
135,29.701628000000003,113.847626,11308,1590484252
136,29.893203999999997,113.915283,11300,1590484341
137,30.029964,113.963707,11308,1590484405
138,30.164474,114.011536,11308,1590484467
139,30.29425,114.0578,11308,1590484528
140,30.422306,114.10356100000001,11300,1590484589
141,30.554809999999996,114.151016,11308,1590484651
142,30.689163,114.19937900000001,11300,1590484714
143,30.81665,114.245346,11300,1590484775
144,30.951324,114.29406000000002,11308,1590484839
145,31.08577,114.34285,11300,1590484902
146,31.214767,114.38975500000001,11300,1590484963
147,31.344365999999997,114.433044,11300,1590485023
148,31.475319,114.458694,11308,1590485084
149,31.496592,114.46276100000001,11300,1590485095
150,31.598238000000002,114.482216,11300,1590485142
151,31.690720000000002,114.5,11300,1590485186
152,32.383801,114.605255,11308,1590485513
153,32.437126,114.580757,11300,1590485544
154,32.484287,114.5448,11300,1590485573
155,32.52795,114.50511200000001,11300,1590485604
156,32.572651,114.46543100000001,11300,1590485634
157,32.624859,114.43222,11300,1590485666
158,32.682789,114.411224,11300,1590485696
159,32.744888,114.40438799999998,11300,1590485725
160,32.868618,114.415077,11300,1590485783
161,32.93594,114.421318,11300,1590485814
162,33.010849,114.428375,11300,1590485850
163,33.26432,114.452148,11300,1590485970
164,33.32917,114.45826000000001,11300,1590486000
165,33.560715,114.480003,11300,1590486112
166,33.698685,114.49115800000001,11308,1590486178
167,33.828860999999996,114.50506599999999,11308,1590486241
168,33.959885,114.51750200000001,11300,1590486303
169,34.092903,114.530014,11308,1590486367
170,34.22113,114.54216799999999,11201,1590486428
171,34.360336,114.555397,10859,1590486490
172,34.500702000000004,114.568924,10378,1590486554
173,34.546371,114.57328000000001,10264,1590486576
174,34.638878000000005,114.60016599999999,10096,1590486608
175,34.682598,114.58606,9944,1590486638
176,34.7579,114.59317800000001,9769,1590486672
177,34.823170000000005,114.59948,9616,1590486703
178,34.889137,114.60590400000001,9479,1590486734
179,34.989128,114.61560800000001,9472,1590486780
180,35.070789000000005,114.623222,9472,1590486822
181,35.197262,114.6353,9472,1590486883
182,35.258419,114.641296,9472,1590486912
183,35.448971,114.659691,9472,1590487005
184,35.490829,114.66372700000001,9479,1590487024
185,35.573128000000004,114.67173000000001,9472,1590487064
186,35.635459999999995,114.677856,9472,1590487094
187,35.69775,114.683876,9479,1590487123
188,35.779438,114.691826,9472,1590487164
189,35.841587,114.697906,9472,1590487194
190,35.902996,114.703896,9472,1590487224
191,35.96542,114.71006000000001,9472,1590487254
192,36.02734,114.716141,9472,1590487284
193,36.118526,114.725075,9479,1590487331
194,36.230068,114.735947,9472,1590487384
195,36.290951,114.74201200000002,9472,1590487414
196,36.390254999999996,114.76546499999999,9472,1590487465
197,36.402283000000004,114.76993600000002,9472,1590487472
198,36.527679,114.836876,9472,1590487535
199,36.588776,114.868698,9472,1590487565
200,36.607452,114.872879,9472,1590487574
201,36.626090999999995,114.8741,9472,1590487582
202,36.637679999999996,114.873573,9479,1590487588
203,36.650578,114.872459,9472,1590487596
204,36.668564,114.870529,9472,1590487603
205,36.79541,114.856224,9449,1590487667
206,36.902939,114.85604099999999,8839,1590487720
207,36.918858,114.862541,8786,1590487728
208,37.042465,114.91325400000001,8230,1590487791
209,37.156998,114.97665400000001,7643,1590487853
210,37.266135999999996,115.04058799999999,7018,1590487916
211,37.316573999999996,115.076233,6888,1590487946
212,37.323116,115.08441200000001,6888,1590487952
213,37.331821000000005,115.09803000000001,6888,1590487958
214,37.339462,115.11421999999999,6888,1590487966
215,37.343765000000005,115.125847,6888,1590487972
216,37.350163,115.14585100000001,6888,1590487979
217,37.354385,115.15963,6888,1590487986
218,37.361103,115.180725,6888,1590487994
219,37.405514000000004,115.319542,6888,1590488054
220,37.416458,115.34405500000001,6888,1590488066
221,37.432159000000006,115.363983,6881,1590488079
222,37.445572,115.374969,6888,1590488087
223,37.454956,115.38157700000001,6888,1590488094
224,37.469291999999996,115.39101399999998,6858,1590488103
225,37.481815000000005,115.398895,6828,1590488111
226,37.568481,115.45128600000001,6431,1590488171
227,37.593071,115.46595,6340,1590488188
228,37.634449,115.49079099999999,6165,1590488218
229,37.676418,115.51586200000001,5921,1590488248
230,37.717438,115.540405,5723,1590488278
231,37.757027,115.564224,5524,1590488308
232,37.835892,115.58656299999998,5098,1590488367
233,37.887749,115.582443,5090,1590488403
234,37.937,115.578796,5090,1590488438
235,37.986813,115.575157,5090,1590488473
236,38.036343,115.57145700000001,5090,1590488509
237,38.079025,115.568344,5090,1590488540
238,38.128281,115.566002,5090,1590488575
239,38.177677,115.56243899999998,5090,1590488610
240,38.219833,115.559402,5090,1590488640
241,38.283817,115.56518600000001,5090,1590488686
242,38.297791,115.573311,5090,1590488696
243,38.343521,115.602699,5090,1590488731
244,38.382659999999994,115.62741899999999,5090,1590488761
245,38.428940000000004,115.65653999999999,5090,1590488796
246,38.476028,115.686218,5090,1590488833
247,38.521133,115.714752,5090,1590488868
248,38.560337,115.739502,5090,1590488898
249,38.602615,115.766281,5090,1590488933
250,38.645462,115.793327,5090,1590488968
251,38.661678,115.806091,5083,1590488982
252,38.667159999999996,115.813217,5090,1590488989
253,38.675079,115.825516,5090,1590488997
254,38.680298,115.834175,5090,1590489003
255,38.684723,115.84191899999999,5090,1590489009
256,38.70977,115.88623,5090,1590489039
257,38.738113,115.935677,5090,1590489073
258,38.767586,115.98681599999999,5090,1590489109
259,38.797241,116.03839099999999,5090,1590489144
260,38.807648,116.056526,5090,1590489157
261,38.8592,116.146606,5090,1590489219
262,38.899563,116.217285,4945,1590489270
263,38.927166,116.265869,4732,1590489304
264,38.953125,116.3116,4534,1590489338
265,38.978935,116.356995,4351,1590489371
266,39.003979,116.40124499999999,4214,1590489403
267,39.02977,116.446899,4206,1590489437
268,39.051277,116.480042,4206,1590489463
269,39.056721,116.48443600000002,4206,1590489469
270,39.081573,116.49101999999999,4206,1590489489
271,39.088936,116.490356,4206,1590489496
272,39.136459,116.483139,4138,1590489533
273,39.176605,116.47681399999999,3978,1590489566
274,39.219177,116.48516799999999,3764,1590489602
275,39.22435,116.488518,3741,1590489608
276,39.259037,116.511719,3559,1590489639
277,39.272304999999996,116.52044699999999,3490,1590489651
278,39.286148,116.52959399999999,3429,1590489663
279,39.299071999999995,116.53820800000001,3360,1590489676
280,39.312386,116.54699699999999,3299,1590489688
281,39.325653,116.555908,3239,1590489701
282,39.338409000000006,116.56433100000001,3170,1590489712
283,39.351334,116.57305900000001,3109,1590489724
284,39.364525,116.58197,3048,1590489736
285,39.377373,116.59063700000002,2995,1590489748
286,39.390083000000004,116.59924299999999,2926,1590489760
287,39.402744,116.607178,2858,1590489772
288,39.416336,116.61444099999999,2766,1590489784
289,39.429703,116.621307,2697,1590489797
290,39.440777000000004,116.62701399999999,2652,1590489806
291,39.456207,116.634918,2576,1590489821
292,39.468658000000005,116.64131200000001,2507,1590489832
293,39.482208,116.64819299999999,2469,1590489845
294,39.495895000000004,116.655029,2461,1590489856
295,39.50935,116.659241,2461,1590489868
296,39.516265999999995,116.65963700000002,2461,1590489874
297,39.523361,116.65936299999998,2461,1590489880
298,39.530547999999996,116.65862299999999,2461,1590489886
299,39.537277,116.657669,2461,1590489892
300,39.544509999999995,116.65653200000001,2454,1590489899
301,39.558647,116.654175,2385,1590489912
302,39.575314,116.65142800000001,2271,1590489925
303,39.58905,116.64924599999999,2179,1590489937
304,39.603607000000004,116.64698,2088,1590489950
305,39.617908,116.644775,2004,1590489963
306,39.631805,116.642738,1928,1590489974
307,39.645794,116.64068600000002,1844,1590489986
308,39.660095,116.63868000000001,1760,1590489998
309,39.673958,116.636719,1707,1590490011
310,39.685921,116.63501000000001,1676,1590490021
311,39.700424,116.63288899999999,1638,1590490034
312,39.715439,116.63056200000001,1623,1590490048
313,39.728943,116.62847099999999,1600,1590490061
314,39.740798999999996,116.62656399999999,1570,1590490073
315,39.755169,116.62410700000001,1547,1590490088
316,39.766571,116.6222,1539,1590490098
317,39.7966,116.61736299999998,1547,1590490130
318,39.806213,116.615845,1554,1590490141
319,39.831352,116.61206100000001,1516,1590490171
320,39.841827,116.61043500000001,1455,1590490183
321,39.847878,116.609558,1417,1590490190
322,39.855103,116.608406,1372,1590490197
323,39.865584999999996,116.60673500000001,1295,1590490210
324,39.874557,116.605301,1242,1590490220
325,39.87986,116.604492,1204,1590490226
326,39.885773,116.603577,1173,1590490233
327,39.891125,116.602783,1143,1590490239
328,39.897038,116.601868,1105,1590490246
329,39.905879999999996,116.60046399999999,1052,1590490256
330,39.91301,116.59933500000001,1013,1590490264
